component_id,name,source_column,mention_count
Component_2,前排中央气囊,safety_passive_negative,1
Component_1,紧急主动操作,safety_active_positive,1
Component_2,避让操作,safety_active_positive,1
Component_3,智驾能力,safety_active_positive,1
Component_4,驾驶风险识别,safety_active_positive,1
Component_5,全场景辅助驾驶,safety_active_positive,1
Component_6,智驾功能,safety_active_positive,1
Component_7,主动安全,safety_active_positive,1
Component_8,智驾安全配置,safety_active_positive,1
Component_10,华为主动安全,safety_active_positive,1
Component_11,ATL激光雷达,safety_active_positive,1
Component_12,地平线征程6M芯片,safety_active_positive,1
Component_13,英伟达Thor-U双芯,safety_active_positive,1
Component_14,高速NOA,safety_active_positive,1
Component_15,激光雷达AEB,safety_active_positive,1
Component_16,全场景NOA,safety_active_positive,1
Component_17,VLA辅助驾驶,safety_active_positive,1
Component_18,FSD,safety_active_positive,1
Component_19,视觉方案,safety_active_positive,1
Component_20,高阶智驾,safety_active_positive,1
Component_21,自动泊车,safety_active_positive,1
Component_22,AEB,safety_active_positive,2
Component_23,上楼梯功能,safety_active_positive,1
Component_24,方向盘自动回正,safety_active_positive,1
Component_25,智能驾驶,safety_active_positive,1
Component_26,主机界面,safety_active_positive,1
Component_27,预警功能,safety_active_positive,1
Component_28,华为乾崑智驾,safety_active_positive,1
Component_29,主动避让行人,safety_active_positive,1
Component_30,主动紧急避险功能,safety_active_positive,1
Component_1,复杂场景识别,safety_active_negative,1
Component_4,L2级辅助驾驶,safety_active_negative,1
Component_5,下车开门预警,safety_active_negative,1
Component_6,行人检测,safety_active_negative,1
Component_1,驾驶侧翼,seat_comfort_positive,1
Component_2,第一排,seat_comfort_positive,1
Component_3,第二排,seat_comfort_positive,1
Component_5,副驾座椅,seat_comfort_positive,2
Component_6,副驾腿托,seat_comfort_positive,1
Component_8,头枕,seat_comfort_positive,3
Component_9,通风系统,seat_comfort_positive,1
Component_10,按摩功能,seat_comfort_positive,2
Component_11,加热功能,seat_comfort_positive,1
Component_12,面料,seat_comfort_positive,1
Component_16,座垫,seat_comfort_positive,2
Component_18,腿部空间,seat_comfort_positive,1
Component_19,儿童座椅,seat_comfort_positive,1
Component_20,靠枕,seat_comfort_positive,1
Component_21,零重力座椅,seat_comfort_positive,1
Component_2,腿部支撑,seat_comfort_negative,1
Component_7,承托,seat_comfort_negative,1
Component_9,腿拖,seat_comfort_negative,1
Component_10,支撑,seat_comfort_negative,1
Component_11,座椅表面,seat_comfort_negative,1
Component_12,褶皱,seat_comfort_negative,1
Component_14,脚托,seat_comfort_negative,1
Component_17,坐垫按摩,seat_comfort_negative,1
Component_18,包裹性,seat_comfort_negative,2
Component_19,坐垫,seat_comfort_negative,3
Component_21,靠背,seat_comfort_negative,2
Component_22,后排屏幕,seat_comfort_negative,1
Component_24,肩部,seat_comfort_negative,1
Component_25,侧板,seat_comfort_negative,1
Component_26,悬架,seat_comfort_negative,1
Component_0,三排空间,space_positive,2
Component_4,地板,space_positive,1
Component_5,头部空间,space_positive,3
Component_6,二排空间,space_positive,1
Component_8,后排,space_positive,1
Component_9,可调节空间,space_positive,1
Component_11,空间感,space_positive,2
Component_12,空间利用率,space_positive,1
Component_16,乘坐空间,space_positive,3
Component_20,整体空间,space_positive,1
Component_22,后备箱空间,space_positive,2
Component_23,平面空间,space_positive,1
Component_25,前排空间,space_positive,1
Component_26,5座版空间,space_positive,1
Component_0,台阶,space_negative,1
Component_2,凹陷区域,space_negative,1
Component_7,小孩,space_negative,1
Component_8,右膝盖,space_negative,1
Component_9,后排头部空间,space_negative,1
Component_11,二排进出通道,space_negative,1
Component_13,平整度,space_negative,1
Component_17,充电接口,space_negative,1
Component_18,杯架,space_negative,1
Component_19,前排拉手,space_negative,1
Component_5,人机交互系统,comfort_config_positive,1
Component_9,遮阳帘,comfort_config_positive,2
Component_10,后排电动座椅,comfort_config_positive,1
Component_11,小冰箱,comfort_config_positive,1
Component_12,后排座椅屏幕,comfort_config_positive,1
Component_16,天幕,comfort_config_positive,1
Component_2,后排出风口,comfort_config_negative,1
Component_4,腰托,comfort_config_negative,1
Component_5,电动沙发,comfort_config_negative,1
Component_6,6座,comfort_config_negative,1
Component_0,路噪,quietness_positive,1
Component_1,胎噪,quietness_positive,1
Component_2,风噪,quietness_positive,1
Component_4,导航系统,quietness_positive,1
Component_5,主驾驶,quietness_positive,1
Component_7,隔音系统,quietness_positive,1
Component_9,车窗防窥膜,quietness_positive,1
Component_10,噪音控制系统,quietness_positive,1
Component_12,底盘,quietness_positive,1
Component_13,隔振系统,quietness_positive,1
Component_15,纯电驾驶模式,quietness_positive,1
Component_16,增程发动机启动模式,quietness_positive,1
Component_17,静谧性,quietness_positive,2
Component_1,大荧幕,quietness_negative,1
Component_2,轨道,quietness_negative,1
Component_3,按摩电机,quietness_negative,1
Component_4,电机,quietness_negative,1
Component_0,风向,air_conditioning_negative,1
Component_1,地图袋,storage_space_positive,1
Component_2,伞槽,storage_space_positive,1
Component_3,储物箱,storage_space_positive,1
Component_7,前仓储物空间,storage_space_positive,1
Component_8,后背箱,storage_space_positive,1
Component_9,前机舱储物空间,storage_space_positive,1
Component_10,四门储物空间,storage_space_positive,1
Component_11,后排座椅靠背放倒储物空间,storage_space_positive,1
Component_12,前备箱储物盒,storage_space_positive,1
Component_13,备胎池下面的储物盒,storage_space_positive,1
Component_15,冰箱扶手箱,storage_space_positive,1
Component_16,三排座椅折叠后储物空间,storage_space_positive,1
Component_17,副仪表板,storage_space_positive,1
Component_19,门板储物空间,storage_space_positive,1
Component_21,后备厢,storage_space_positive,1
Component_22,尾箱,storage_space_positive,1
Component_0,行李箱,storage_space_negative,2
Component_1,方向盘开关,storage_space_negative,1
Component_2,副驾储物盒,storage_space_negative,1
Component_3,副仪表置杯架,storage_space_negative,1
Component_10,行李厢,storage_space_negative,1
Component_11,副驾储物箱,storage_space_negative,1
Component_13,console储物空间,storage_space_negative,1
Component_0,电子按钮,convenience_design_positive,1
Component_1,沉坑,convenience_design_positive,1
Component_2,小憩模式,convenience_design_positive,1
Component_4,水杯架,convenience_design_positive,1
Component_7,物理按键,convenience_design_positive,1
Component_9,座椅姿态,convenience_design_positive,1
Component_11,虚拟触控按键,convenience_design_positive,1
Component_13,触摸操作,convenience_design_positive,1
Component_14,上下车功能,convenience_design_positive,1
Component_16,B柱,convenience_design_positive,1
Component_17,隐藏式挂钩,convenience_design_positive,1
Component_18,二排上下车扶手,convenience_design_positive,1
Component_21,座椅扶手,convenience_design_positive,1
Component_22,右侧老板座,convenience_design_positive,1
Component_24,小储物空间,convenience_design_positive,1
Component_25,挂钩,convenience_design_positive,1
Component_26,充电口,convenience_design_positive,1
Component_28,悬架升降按钮,convenience_design_positive,1
Component_2,前排座椅靠背,convenience_design_negative,1
Component_4,中控实体按键,convenience_design_negative,1
Component_1,饰条,button_operation_positive,1
Component_3,科技系统,button_operation_positive,1
Component_5,机械式内外开门机构,button_operation_positive,1
Component_6,硬按键,button_operation_positive,1
Component_8,方向盘按钮,button_operation_positive,1
Component_9,开关门机构,button_operation_positive,1
Component_10,手套箱,button_operation_positive,1
Component_11,电子触屏,button_operation_positive,1
Component_12,实体开关,button_operation_positive,1
Component_13,方向盘按键,button_operation_positive,2
Component_14,左拨杆,button_operation_positive,1
Component_15,转向灯,button_operation_positive,1
Component_16,远光提醒功能,button_operation_positive,1
Component_18,机械门把手,button_operation_positive,1
Component_19,开门按键,button_operation_positive,1
Component_21,功能板块,button_operation_positive,1
Component_22,icon,button_operation_positive,1
Component_24,开关键,button_operation_positive,1
Component_26,右后车门,button_operation_positive,1
Component_29,童锁,button_operation_positive,1
Component_30,门板上按键,button_operation_positive,1
Component_3,显示屏,button_operation_negative,1
Component_5,调节按钮,button_operation_negative,1
Component_6,模式开关,button_operation_negative,1
Component_7,天幕遮掩帘,button_operation_negative,1
Component_8,后备箱按键,button_operation_negative,1
Component_9,车门解锁按键,button_operation_negative,1
Component_1,换电系统,charging_convenience_positive,2
Component_2,无线充电口,charging_convenience_positive,1
Component_3,有线充电口,charging_convenience_positive,1
Component_5,后备箱插座,charging_convenience_positive,1
Component_6,座椅充电位,charging_convenience_positive,1
Component_7,前排CNSL充电位,charging_convenience_positive,1
Component_1,环境,store_experience_positive,1
Component_2,接待人员,store_experience_positive,1
Component_3,服务,store_experience_positive,1
Component_4,水,store_experience_positive,2
Component_5,陪同,store_experience_positive,1
Component_6,车,store_experience_positive,1
Component_7,标签墙,store_experience_positive,1
Component_8,解说,store_experience_positive,1
Component_9,陪伴,store_experience_positive,1
Component_10,销售,store_experience_positive,1
Component_11,顾客,store_experience_positive,1
Component_13,操作指引,store_experience_positive,1
Component_14,车辆,store_experience_positive,1
Component_15,用户操作,store_experience_positive,1
Component_16,门店,store_experience_positive,2
Component_17,电脑,store_experience_positive,1
Component_19,价格显示,store_experience_positive,1
Component_20,进出,store_experience_positive,1
Component_21,舒适,store_experience_positive,1
Component_22,敞亮,store_experience_positive,1
Component_23,电话沟通,store_experience_positive,1
Component_24,预约,store_experience_positive,1
Component_25,迎接,store_experience_positive,1
Component_26,递水,store_experience_positive,1
Component_27,看车,store_experience_positive,1
Component_28,试乘试驾,store_experience_positive,1
Component_29,智能家居,store_experience_positive,1
Component_30,手机,store_experience_positive,1
Component_31,汽车,store_experience_positive,1
Component_32,试驾,store_experience_positive,1
Component_33,展台,store_experience_positive,1
Component_1,专业性,store_experience_negative,1
Component_2,店内布置,store_experience_negative,1
Component_3,讲解,store_experience_negative,2
Component_4,专业词汇,store_experience_negative,1
Component_5,车型讲解,store_experience_negative,1
Component_7,目标用户,store_experience_negative,1
Component_8,新潮年轻人,store_experience_negative,1
Component_0,车辆功能,reception_professionalism_positive,1
Component_1,使用方式,reception_professionalism_positive,1
Component_4,产品,reception_professionalism_positive,1
Component_6,展示,reception_professionalism_positive,1
Component_7,热情,reception_professionalism_positive,5
Component_8,车展介绍,reception_professionalism_positive,1
Component_9,接待,reception_professionalism_positive,8
Component_10,讲解服务,reception_professionalism_positive,1
Component_12,产品功能,reception_professionalism_positive,1
Component_13,亲和力,reception_professionalism_positive,1
Component_14,销售人员,reception_professionalism_positive,1
Component_16,上门服务,reception_professionalism_positive,1
Component_18,车辆配置,reception_professionalism_positive,1
Component_19,国家政策,reception_professionalism_positive,1
Component_20,税收,reception_professionalism_positive,1
Component_26,车顶玻璃,reception_professionalism_positive,1
Component_27,直营店,reception_professionalism_positive,1
Component_29,解答,reception_professionalism_positive,1
Component_30,耐心,reception_professionalism_positive,2
Component_31,亲切,reception_professionalism_positive,1
Component_32,介绍,reception_professionalism_positive,3
Component_33,混动,reception_professionalism_positive,1
Component_34,纯电续航,reception_professionalism_positive,1
Component_35,电动滑门,reception_professionalism_positive,1
Component_37,人员,reception_professionalism_positive,1
Component_38,培训,reception_professionalism_positive,1
Component_39,联系方式,reception_professionalism_positive,1
Component_40,联系,reception_professionalism_positive,1
Component_1,功利性,reception_professionalism_negative,1
Component_3,常用备件,reception_professionalism_negative,1
Component_4,宣传内容,reception_professionalism_negative,1
Component_5,热情度,reception_professionalism_negative,1
Component_6,专业度,reception_professionalism_negative,1
Component_8,车展,reception_professionalism_negative,1
Component_10,路况确认,reception_professionalism_negative,1
Component_11,专业能力,reception_professionalism_negative,1
Component_12,流程自动化,reception_professionalism_negative,1
Component_15,车展导购,reception_professionalism_negative,1
Component_16,敬业度,reception_professionalism_negative,1
Component_18,客户服务形象,reception_professionalism_negative,1
Component_0,驾驶与操控,demonstration_positive,1
Component_4,品牌,demonstration_positive,1
Component_5,核心竞争点,demonstration_positive,1
Component_6,演示,demonstration_positive,1
Component_8,亮点,demonstration_positive,1
Component_9,用户关注点,demonstration_positive,1
Component_10,体验,demonstration_positive,1
Component_11,车型亮点,demonstration_positive,1
Component_0,三排沉坑,demonstration_negative,1
Component_1,多功能,demonstration_negative,1
Component_2,核心卖点,demonstration_negative,1
Component_3,动态功能,demonstration_negative,1
Component_1,四连杆,suspension_tuning_positive,1
Component_0,主驾视野,view_visibility_positive,1
Component_1,盲区视频辅助系统,view_visibility_positive,1
Component_2,透光性,view_visibility_positive,1
Component_4,前视野,view_visibility_positive,1
Component_7,前挡玻璃,view_visibility_positive,1
Component_8,前视摄像头,view_visibility_positive,1
Component_10,侧边路况显示系统,view_visibility_positive,1
Component_12,车头后视镜,view_visibility_positive,1
Component_13,补盲镜,view_visibility_positive,1
Component_14,前排视野,view_visibility_positive,1
Component_15,前方视野,view_visibility_positive,1
Component_18,坐姿,view_visibility_positive,1
Component_0,内后视镜,view_visibility_negative,1
Component_1,发动机盖,view_visibility_negative,2
Component_2,前下视野,view_visibility_negative,1
Component_0,加速踏板,driving_experience_positive,2
Component_1,减速踏板,driving_experience_positive,1
Component_2,转向系统,driving_experience_positive,1
Component_3,后轮转向,driving_experience_positive,1
Component_5,制动踏板,driving_experience_positive,1
Component_6,运动模式,driving_experience_positive,1
Component_7,路感反馈系统,driving_experience_positive,1
Component_10,加速系统,driving_experience_positive,1
Component_11,MPV属性设计,driving_experience_positive,1
Component_12,动力系统,driving_experience_positive,1
Component_13,混动系统,driving_experience_positive,1
Component_14,低速加速系统,driving_experience_positive,1
Component_0,其他模式,driving_experience_negative,1
Component_2,加减速,driving_experience_negative,1
Component_3,制动,driving_experience_negative,1
Component_4,动力,driving_experience_negative,1
Component_1,噪声源,noise_quietness_negative,1
Component_3,轮胎,noise_quietness_negative,1
Component_0,车身,appearance_overall_positive,1
Component_1,高度,appearance_overall_positive,1
Component_2,前脸,appearance_overall_positive,1
Component_3,造型,appearance_overall_positive,1
Component_4,银河式贯穿灯,appearance_overall_positive,1
Component_5,座椅,appearance_overall_positive,1
Component_6,活动天幕,appearance_overall_positive,1
Component_7,尾门,appearance_overall_positive,1
Component_8,储物盒,appearance_overall_positive,1
Component_9,电动发罩,appearance_overall_positive,1
Component_10,扰流板,appearance_overall_positive,1
Component_11,悬浮式车顶,appearance_overall_positive,1
Component_12,尾门小桌板,appearance_overall_positive,1
Component_13,涉水深度,appearance_overall_positive,1
Component_14,外形,appearance_overall_positive,2
Component_15,黑色,appearance_overall_positive,1
Component_16,外观,appearance_overall_positive,5
Component_17,车身外造型,appearance_overall_positive,1
Component_18,车身比例,appearance_overall_positive,2
Component_19,线条,appearance_overall_positive,5
Component_20,车身美学,appearance_overall_positive,1
Component_21,视觉冲击力,appearance_overall_positive,1
Component_22,姿态,appearance_overall_positive,1
Component_23,灯光设计,appearance_overall_positive,1
Component_24,门把手,appearance_overall_positive,1
Component_25,D柱,appearance_overall_positive,1
Component_26,车漆,appearance_overall_positive,1
Component_27,内饰,appearance_overall_positive,1
Component_28,鲨鱼形态,appearance_overall_positive,1
Component_29,掀背门,appearance_overall_positive,1
Component_30,卡钳罩,appearance_overall_positive,1
Component_31,前灯,appearance_overall_positive,1
Component_32,后灯,appearance_overall_positive,1
Component_33,整体,appearance_overall_positive,3
Component_34,尺寸,appearance_overall_positive,1
Component_35,轿跑,appearance_overall_positive,1
Component_36,整体尺寸,appearance_overall_positive,1
Component_37,比例,appearance_overall_positive,1
Component_38,面包车,appearance_overall_positive,1
Component_39,侧面,appearance_overall_positive,1
Component_40,尾翼,appearance_overall_positive,1
Component_41,厚重,appearance_overall_positive,1
Component_42,外造型,appearance_overall_positive,1
Component_43,车体,appearance_overall_positive,1
Component_44,SUV造型,appearance_overall_positive,1
Component_45,发罩,appearance_overall_positive,1
Component_46,分缝形式,appearance_overall_positive,1
Component_0,车身,appearance_overall_positive,1
Component_1,高度,appearance_overall_positive,1
Component_2,前脸,appearance_overall_positive,1
Component_3,造型,appearance_overall_positive,1
Component_4,贯穿灯,appearance_overall_positive,1
Component_5,银河式贯穿灯,appearance_overall_positive,1
Component_6,座椅,appearance_overall_positive,1
Component_7,活动天幕,appearance_overall_positive,1
Component_8,尾门,appearance_overall_positive,1
Component_9,储物盒,appearance_overall_positive,1
Component_10,电动发罩,appearance_overall_positive,1
Component_11,扰流板,appearance_overall_positive,1
Component_12,悬浮式车顶,appearance_overall_positive,1
Component_13,尾门小桌板,appearance_overall_positive,1
Component_14,涉水深度,appearance_overall_positive,1
Component_15,外形,appearance_overall_positive,2
Component_16,黑色,appearance_overall_positive,1
Component_17,外观,appearance_overall_positive,6
Component_18,车身外造型,appearance_overall_positive,1
Component_19,车身比例,appearance_overall_positive,2
Component_20,线条,appearance_overall_positive,5
Component_21,车身美学,appearance_overall_positive,1
Component_22,视觉冲击力,appearance_overall_positive,1
Component_23,姿态,appearance_overall_positive,1
Component_24,灯光设计,appearance_overall_positive,1
Component_25,门把手,appearance_overall_positive,1
Component_26,D柱,appearance_overall_positive,1
Component_27,车漆,appearance_overall_positive,1
Component_28,内饰,appearance_overall_positive,1
Component_29,鲨鱼形态,appearance_overall_positive,1
Component_30,掀背门,appearance_overall_positive,1
Component_31,卡钳罩,appearance_overall_positive,1
Component_32,前后灯,appearance_overall_positive,1
Component_33,尺寸,appearance_overall_positive,3
Component_34,轿跑,appearance_overall_positive,1
Component_35,比例,appearance_overall_positive,1
Component_36,侧面,appearance_overall_positive,1
Component_37,尾翼,appearance_overall_positive,1
Component_38,大气,appearance_overall_positive,1
Component_39,外造型,appearance_overall_positive,1
Component_40,车体,appearance_overall_positive,1
Component_41,整体比例,appearance_overall_positive,1
Component_42,SUV造型,appearance_overall_positive,1
Component_43,发罩,appearance_overall_positive,1
Component_44,分缝形式,appearance_overall_positive,1
Component_0,车身,appearance_overall_positive,1
Component_1,前脸,appearance_overall_positive,1
Component_2,造型,appearance_overall_positive,1
Component_3,贯穿灯,appearance_overall_positive,1
Component_4,银河式贯穿灯,appearance_overall_positive,1
Component_5,座椅,appearance_overall_positive,1
Component_6,活动天幕,appearance_overall_positive,1
Component_7,尾门,appearance_overall_positive,1
Component_8,储物盒,appearance_overall_positive,1
Component_9,电动发罩,appearance_overall_positive,1
Component_10,扰流板,appearance_overall_positive,1
Component_11,悬浮式车顶,appearance_overall_positive,1
Component_12,尾门小桌板,appearance_overall_positive,1
Component_13,涉水深度,appearance_overall_positive,1
Component_14,外形,appearance_overall_positive,2
Component_15,黑色,appearance_overall_positive,1
Component_16,外观,appearance_overall_positive,5
Component_17,车身外造型,appearance_overall_positive,1
Component_18,车身比例,appearance_overall_positive,2
Component_19,线条,appearance_overall_positive,5
Component_20,车身美学,appearance_overall_positive,1
Component_21,视觉冲击力,appearance_overall_positive,1
Component_22,姿态,appearance_overall_positive,1
Component_23,灯光设计,appearance_overall_positive,1
Component_24,门把手,appearance_overall_positive,1
Component_25,D柱,appearance_overall_positive,1
Component_26,车漆,appearance_overall_positive,1
Component_27,内饰,appearance_overall_positive,1
Component_28,鲨鱼形态,appearance_overall_positive,1
Component_29,掀背门,appearance_overall_positive,1
Component_30,卡钳罩,appearance_overall_positive,1
Component_31,前后灯,appearance_overall_positive,1
Component_32,整体,appearance_overall_positive,2
Component_33,尺寸,appearance_overall_positive,1
Component_34,轿跑,appearance_overall_positive,1
Component_35,整体尺寸,appearance_overall_positive,1
Component_36,比例,appearance_overall_positive,1
Component_37,面包车,appearance_overall_positive,1
Component_38,简约,appearance_overall_positive,1
Component_39,大气,appearance_overall_positive,2
Component_40,原创性,appearance_overall_positive,1
Component_41,侧面,appearance_overall_positive,1
Component_42,尾翼,appearance_overall_positive,1
Component_43,厚重,appearance_overall_positive,1
Component_44,外造型,appearance_overall_positive,1
Component_45,车体,appearance_overall_positive,1
Component_46,整体比例,appearance_overall_positive,1
Component_47,SUV造型,appearance_overall_positive,1
Component_48,发罩,appearance_overall_positive,1
Component_49,分缝形式,appearance_overall_positive,1
Component_0,车身,appearance_overall_positive,2
Component_1,流线型,appearance_overall_positive,1
Component_2,高度,appearance_overall_positive,1
Component_3,前脸,appearance_overall_positive,1
Component_4,造型,appearance_overall_positive,1
Component_5,仿生学,appearance_overall_positive,1
Component_6,银河式贯穿灯,appearance_overall_positive,1
Component_7,座椅,appearance_overall_positive,1
Component_8,活动天幕,appearance_overall_positive,1
Component_9,尾门,appearance_overall_positive,1
Component_10,储物盒,appearance_overall_positive,1
Component_11,电动发罩,appearance_overall_positive,1
Component_12,扰流板,appearance_overall_positive,1
Component_13,悬浮式车顶,appearance_overall_positive,1
Component_14,尾门小桌板,appearance_overall_positive,1
Component_15,涉水深度,appearance_overall_positive,1
Component_16,外形,appearance_overall_positive,2
Component_17,黑色,appearance_overall_positive,1
Component_18,外观,appearance_overall_positive,5
Component_19,车身外造型,appearance_overall_positive,1
Component_20,车身比例,appearance_overall_positive,2
Component_21,线条,appearance_overall_positive,5
Component_22,姿态,appearance_overall_positive,1
Component_23,灯光,appearance_overall_positive,1
Component_24,门把手,appearance_overall_positive,1
Component_25,D柱,appearance_overall_positive,1
Component_26,车漆,appearance_overall_positive,1
Component_27,内饰,appearance_overall_positive,1
Component_28,鲨鱼形态,appearance_overall_positive,1
Component_29,掀背门,appearance_overall_positive,1
Component_30,卡钳罩,appearance_overall_positive,1
Component_31,前后灯,appearance_overall_positive,1
Component_32,整体,appearance_overall_positive,2
Component_33,尺寸,appearance_overall_positive,1
Component_34,轿跑,appearance_overall_positive,1
Component_35,整体尺寸,appearance_overall_positive,1
Component_36,比例,appearance_overall_positive,1
Component_37,面包车,appearance_overall_positive,1
Component_38,简约,appearance_overall_positive,1
Component_39,大气,appearance_overall_positive,2
Component_40,原创性,appearance_overall_positive,1
Component_41,侧面,appearance_overall_positive,1
Component_42,尾翼,appearance_overall_positive,1
Component_43,厚重,appearance_overall_positive,1
Component_44,外造型,appearance_overall_positive,1
Component_45,车体,appearance_overall_positive,1
Component_46,整体比例,appearance_overall_positive,1
Component_47,SUV造型,appearance_overall_positive,1
Component_48,发罩,appearance_overall_positive,1
Component_49,分缝形式,appearance_overall_positive,1
Component_0,车身,appearance_overall_positive,2
Component_1,高度,appearance_overall_positive,1
Component_2,前脸,appearance_overall_positive,1
Component_3,造型,appearance_overall_positive,1
Component_4,银河式贯穿灯,appearance_overall_positive,1
Component_5,座椅,appearance_overall_positive,1
Component_6,活动天幕,appearance_overall_positive,1
Component_7,尾门,appearance_overall_positive,1
Component_8,储物盒,appearance_overall_positive,1
Component_9,电动发罩,appearance_overall_positive,1
Component_10,扰流板,appearance_overall_positive,1
Component_11,悬浮式车顶,appearance_overall_positive,1
Component_12,尾门小桌板,appearance_overall_positive,1
Component_13,涉水深度,appearance_overall_positive,1
Component_14,外形,appearance_overall_positive,2
Component_15,黑色,appearance_overall_positive,1
Component_16,外观,appearance_overall_positive,8
Component_17,车身外造型,appearance_overall_positive,1
Component_18,车身比例,appearance_overall_positive,2
Component_19,线条,appearance_overall_positive,5
Component_20,车身美学,appearance_overall_positive,1
Component_21,视觉冲击力,appearance_overall_positive,1
Component_22,姿态,appearance_overall_positive,1
Component_23,灯光设计,appearance_overall_positive,1
Component_24,门把手,appearance_overall_positive,1
Component_25,D柱,appearance_overall_positive,1
Component_26,车漆,appearance_overall_positive,1
Component_27,内饰,appearance_overall_positive,1
Component_28,鲨鱼形态,appearance_overall_positive,1
Component_29,掀背门,appearance_overall_positive,1
Component_30,卡钳罩,appearance_overall_positive,1
Component_31,前后灯,appearance_overall_positive,1
Component_32,尺寸,appearance_overall_positive,1
Component_33,轿跑,appearance_overall_positive,1
Component_34,整体尺寸,appearance_overall_positive,1
Component_35,比例,appearance_overall_positive,1
Component_36,侧面,appearance_overall_positive,1
Component_37,尾翼,appearance_overall_positive,1
Component_38,整体感觉,appearance_overall_positive,1
Component_39,大气,appearance_overall_positive,1
Component_40,厚重,appearance_overall_positive,1
Component_41,外造型,appearance_overall_positive,1
Component_42,车体,appearance_overall_positive,1
Component_43,整体比例,appearance_overall_positive,1
Component_44,SUV造型,appearance_overall_positive,1
Component_45,发罩,appearance_overall_positive,1
Component_46,分缝形式,appearance_overall_positive,1
Component_0,车身,appearance_overall_positive,1
Component_1,高度,appearance_overall_positive,1
Component_2,前脸,appearance_overall_positive,1
Component_3,造型,appearance_overall_positive,1
Component_4,灯,appearance_overall_positive,1
Component_5,银河式贯穿灯,appearance_overall_positive,1
Component_6,座椅,appearance_overall_positive,1
Component_7,活动天幕,appearance_overall_positive,1
Component_8,尾门,appearance_overall_positive,1
Component_9,储物盒,appearance_overall_positive,1
Component_10,电动发罩,appearance_overall_positive,1
Component_11,扰流板,appearance_overall_positive,1
Component_12,悬浮式车顶,appearance_overall_positive,1
Component_13,尾门小桌板,appearance_overall_positive,1
Component_14,涉水深度,appearance_overall_positive,1
Component_15,外形,appearance_overall_positive,2
Component_16,黑色,appearance_overall_positive,1
Component_17,外观,appearance_overall_positive,5
Component_18,车身外造型,appearance_overall_positive,1
Component_19,车身比例,appearance_overall_positive,2
Component_20,线条,appearance_overall_positive,5
Component_21,车身美学,appearance_overall_positive,1
Component_22,视觉冲击力,appearance_overall_positive,1
Component_23,姿态,appearance_overall_positive,1
Component_24,灯光设计,appearance_overall_positive,1
Component_25,门把手,appearance_overall_positive,1
Component_26,D柱,appearance_overall_positive,1
Component_27,车漆,appearance_overall_positive,1
Component_28,内饰,appearance_overall_positive,1
Component_29,鲨鱼形态,appearance_overall_positive,1
Component_30,掀背门,appearance_overall_positive,1
Component_31,卡钳罩,appearance_overall_positive,1
Component_32,前后灯,appearance_overall_positive,1
Component_33,尺寸,appearance_overall_positive,1
Component_34,轿跑,appearance_overall_positive,1
Component_35,整体尺寸,appearance_overall_positive,1
Component_36,比例,appearance_overall_positive,1
Component_37,面包车,appearance_overall_positive,1
Component_38,侧面,appearance_overall_positive,1
Component_39,尾翼,appearance_overall_positive,1
Component_40,大气,appearance_overall_positive,1
Component_41,厚重,appearance_overall_positive,1
Component_42,外造型,appearance_overall_positive,1
Component_43,车体,appearance_overall_positive,1
Component_44,整体比例,appearance_overall_positive,1
Component_45,SUV造型,appearance_overall_positive,1
Component_46,发罩,appearance_overall_positive,1
Component_47,分缝形式,appearance_overall_positive,1
Component_0,车身,appearance_overall_positive,2
Component_1,高度,appearance_overall_positive,1
Component_2,前脸,appearance_overall_positive,1
Component_3,造型,appearance_overall_positive,1
Component_4,银河式贯穿灯,appearance_overall_positive,1
Component_5,座椅,appearance_overall_positive,1
Component_6,活动天幕,appearance_overall_positive,1
Component_7,尾门,appearance_overall_positive,1
Component_8,储物盒,appearance_overall_positive,1
Component_9,电动发罩,appearance_overall_positive,1
Component_10,扰流板,appearance_overall_positive,1
Component_11,悬浮式车顶,appearance_overall_positive,1
Component_12,尾门小桌板,appearance_overall_positive,1
Component_13,涉水深度,appearance_overall_positive,1
Component_14,外形,appearance_overall_positive,2
Component_15,黑色,appearance_overall_positive,1
Component_16,外观,appearance_overall_positive,5
Component_17,车身外造型,appearance_overall_positive,1
Component_18,车身比例,appearance_overall_positive,1
Component_19,线条,appearance_overall_positive,5
Component_20,比例,appearance_overall_positive,2
Component_21,车身姿态,appearance_overall_positive,1
Component_22,运动性,appearance_overall_positive,1
Component_23,灯光设计,appearance_overall_positive,1
Component_24,门把手,appearance_overall_positive,1
Component_25,D柱,appearance_overall_positive,1
Component_26,车漆,appearance_overall_positive,1
Component_27,内饰,appearance_overall_positive,1
Component_28,鲨鱼形态,appearance_overall_positive,1
Component_29,掀背门,appearance_overall_positive,1
Component_30,卡钳罩,appearance_overall_positive,1
Component_31,前后灯,appearance_overall_positive,1
Component_32,整体,appearance_overall_positive,2
Component_33,尺寸,appearance_overall_positive,1
Component_34,轿跑,appearance_overall_positive,1
Component_35,整体尺寸,appearance_overall_positive,1
Component_36,面包车,appearance_overall_positive,1
Component_37,简约,appearance_overall_positive,1
Component_38,大气,appearance_overall_positive,2
Component_39,精致,appearance_overall_positive,1
Component_40,原创性,appearance_overall_positive,1
Component_41,侧面,appearance_overall_positive,1
Component_42,尾翼,appearance_overall_positive,1
Component_43,厚重,appearance_overall_positive,1
